Path,Lines,Functions
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/multi/test_partial_indexing.py,98,1
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/multi/test_format.py,132,10
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/multi/test_reindex.py,108,8
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/__init__.py,1,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_period.py,578,46
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/__init__.py,1,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_scalar_compat.py,18,2
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_indexing.py,637,27
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_astype.py,126,7
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_formats.py,220,5
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_setops.py,281,10
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_construction.py,519,34
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_partial_slicing.py,132,9
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_ops.py,329,13
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_arithmetic.py,108,6
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_tools.py,345,26
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_asfreq.py,152,6
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/period/test_period_range.py,95,3
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/test_numeric.py,1091,68
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/common.py,928,46
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_misc.py,312,5
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_missing.py,52,1
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_date_range.py,842,66
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_timezones.py,1161,68
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/__init__.py,1,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_datetimelike.py,31,6
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_scalar_compat.py,280,17
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_indexing.py,612,22
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_astype.py,343,25
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_formats.py,221,13
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_setops.py,500,30
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_datetime.py,436,33
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_construction.py,794,41
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_partial_slicing.py,388,22
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_ops.py,498,32
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_arithmetic.py,109,7
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimes/test_tools.py,1841,94
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/__init__.py,1,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_timedelta.py,335,25
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_scalar_compat.py,64,2
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_indexing.py,338,13
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_astype.py,110,8
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_formats.py,96,3
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_setops.py,75,6
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_construction.py,199,15
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_partial_slicing.py,85,6
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_ops.py,281,15
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_arithmetic.py,265,19
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_timedelta_range.py,79,3
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/timedeltas/test_tools.py,182,6
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/datetimelike.py,101,8
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/test_category.py,1161,45
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/test_range.py,887,51
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/tests/indexes/test_base.py,2587,219
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/__init__.py,101,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/_libs/__init__.py,5,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/_libs/tslibs/__init__.py,9,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_converter.py,1154,51
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_tools.py,382,10
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_style.py,168,11
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/__init__.py,20,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_core.py,3605,144
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_timeseries.py,353,15
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_compat.py,25,2
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/plotting/_misc.py,640,12
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/arrays/__init__.py,23,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/api/types/__init__.py,9,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/api/__init__.py,2,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/api/extensions/__init__.py,10,0
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/errors/__init__.py,183,2
/anaconda3//pkgs/pandas-0.24.2-py37h0a44026_0/lib/python3.7/site-packages/pandas/testing.py,8,0
/anaconda3//pkgs/sphinxcontrib-qthelp-1.0.2-py_0/site-packages/sphinxcontrib/qthelp/version.py,10,0
/anaconda3//pkgs/sphinxcontrib-qthelp-1.0.2-py_0/site-packages/sphinxcontrib/qthelp/__init__.py,272,11
/anaconda3//pkgs/sphinxcontrib-qthelp-1.0.2-py_0/info/test/run_test.py,5,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/info/test/run_test.py,17,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/interfaces.py,102,8
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/logging.py,375,14
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/spelling.py,403,16
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/python3.py,1398,41
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/misc.py,182,6
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/typecheck.py,1644,53
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/variables.py,1858,74
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/refactoring.py,1444,65
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/__init__.py,134,7
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/format.py,1343,64
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/imports.py,934,39
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/utils.py,1211,67
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/raw_metrics.py,125,6
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/newstyle.py,142,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/exceptions.py,561,25
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/classes.py,1750,56
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/stdlib.py,441,16
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/async.py,92,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/similar.py,449,26
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/design_analysis.py,530,22
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/base.py,2222,100
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/checkers/strings.py,763,18
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/config.py,931,62
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_config.py,62,6
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/conftest.py,53,6
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_typecheck.py,335,18
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_pyreverse_inspector.py,125,9
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_imports.py,132,5
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_i0013.py,8,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401_disabled.py,9,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401_package/all_the_things.py,9,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401_package/thing2.py,7,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401_package/__init__.py,2,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401_package/thing1.py,3,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_dotted_ancestor.py,11,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0405.py,31,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0613.py,42,7
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0801.py,11,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/not__init__.py,1,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_base_init_vars.py,35,5
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_disable_linebased.py,14,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401.py,9,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_i0022.py,22,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0623_py30.py,17,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_excess_escapes.py,30,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_class_attributes.py,18,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_overloaded_operator.py,21,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_i0012.py,4,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0401_disabled_in_func.py,11,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_new_style_class_py_30.py,45,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0404.py,27,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_e0204.py,20,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0612.py,37,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_e0012.py,4,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_yield_assign_py25.py,21,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_e12xx.py,28,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_yield_return_mix.py,8,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_variables_unused_name_from_wilcard_import.py,3,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_classes_meth_could_be_a_function.py,33,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_return_yield_mix_py_33.py,15,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror___init___return_from_inner_function.py,12,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/__init__.py,1,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_e1101_9588_base_attr_aug_assign.py,38,5
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/w0401_cycle.py,9,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_external_classmethod_crash.py,21,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_e13xx.py,21,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_module___dict__.py,9,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0233.py,51,6
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_3k_removed_stuff_py_30.py,13,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_typecheck_callfunc_assigment.py,61,7
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_bad_cont_dictcomp_py27.py,38,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_no_warning_docstring.py,42,8
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_access_attr_before_def_false_positive.py,98,9
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_nameerror_on_string_substitution.py,8,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_no_dummy_redefined.py,14,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_bug113231.py,24,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_unused_import_py30.py,20,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_decorator_scope.py,19,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_inner_classes.py,33,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_loopvar_in_dict_comp_py27.py,8,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/ignore_except_pass_by_default.py,6,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_logging_not_lazy_with_logger.py,13,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_mcs_attr_access.py,20,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_i0011.py,4,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_nonregr___file___global.py,8,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/w0801_same.py,11,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0611.py,25,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_lambda_use_before_assign.py,8,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0122_py_30.py,12,
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0406.py,10,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/hide_code_with_imports.py,16,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_first_arg.py,42,8
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_w0332_py_30.py,4,
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_classes_protected_member_access.py,26,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_i0020.py,8,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_i0014.py,8,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_builtin_module_test.py,11,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_property_affectation_py26.py,24,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/input/func_noerror_object_as_class_attribute.py,18,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_reporters_json.py,53,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_format.py,525,23
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/test_functional.py,386,32
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_logging.py,125,11
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_utils.py,453,35
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_python3.py,1239,119
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_spelling.py,306,16
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_pyreverse_writer.py,136,7
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_variables.py,284,19
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_pyreverse_diadefs.py,177,11
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_base.py,527,28
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_check_return_docs.py,600,40
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_check_docs_utils.py,112,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_overlapping_exceptions.py,69,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_redefined.py,50,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/__init__.py,1,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_docstyle.py,54,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_comparetozero.py,57,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_bad_builtin.py,43,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_check_yields_docs.py,397,26
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_emptystring.py,39,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_check_raise_docs.py,781,43
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_check_mccabe.py,63,5
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_elseif_used.py,33,2
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/compare_to_zero.py,28,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/overlapping_exceptions_py33.py,18,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/mccabe.py,205,15
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/docstring.py,40,9
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/elif.py,26,1
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/redefined.py,85,9
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/overlapping_exceptions.py,45,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/bad_builtin.py,4,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/data/empty_string_comparison.py,16,0
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/extensions/test_check_docs.py,2192,84
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_classes.py,114,5
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_misc.py,103,10
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/acceptance/test_stdlib.py,54,4
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_similar.py,198,9
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/unittest_checker_strings.py,86,3
/anaconda3//pkgs/pylint-2.3.1-py37_0/lib/python3.7/site-packages/pylint/test/test_regr.py,139,10
