food_name,sample_date,illness,province,analysis_date,reading,units,analyte
Apple Juice,2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Americium-241
Apple Juice,2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Americium-241
Apple Juice,2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Americium-241
Apple Juice,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Americium-241
Apple Juice,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Americium-241
Apple Juice,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Americium-241
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Americium-241
Apple Juice,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Americium-241
Apple Juice,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Americium-241
Apple Juice,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Americium-241
Apple Juice,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Americium-241
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Americium-241
Apple Juice,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Americium-241
Apple Juice,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Americium-241
Apple Juice,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Americium-241
Apple Juice,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Americium-241
Apple Juice,2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Americium-241
Apple Juice,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Americium-241
Apple Juice,2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-134
Apple Juice,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-134
Apple Juice,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-134
Apple Juice,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-134
Apple Juice,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-134
Apple Juice,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-134
Apple Juice,2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-134
Apple Juice,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-134
Apple Juice,2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-137
Apple Juice,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-137
Apple Juice,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-137
Apple Juice,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-137
Apple Juice,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-137
Apple Juice,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-137
Apple Juice,2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-137
Apple Juice,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-137
Apple Juice,2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-57
Apple Juice,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-57
Apple Juice,2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-60
Apple Juice,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cobalt-60
Apple Juice,2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Iodine-131
Apple Juice,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Iodine-131
Apple Juice,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Iodine-131
Apple Juice,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Iodine-131
Apple Juice,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Iodine-131
Apple Juice,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Iodine-131
Apple Juice,2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Iodine-131
Apple Juice,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Iodine-131
Apple Juice,2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Lead-210
Apple Juice,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Lead-210
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Lead-210
Apple Juice,2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Lead-210
Apple Juice,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Lead-210
Apple Juice,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Lead-210
Apple Juice,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Lead-210
Apple Juice,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Lead-210
Apple Juice,2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Lead-210
Apple Juice,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Lead-210
Apple Juice,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Potassium-40
Apple Juice,2015-01-15,No,Manitoba,2015-06-15,32.50215,Bq/Kg,Potassium-40
Apple Juice,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Potassium-40
Apple Juice,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Potassium-40
Apple Juice,2017-09-30,No,Ontario,2018-02-27,28.99328,Bq/Kg,Potassium-40
Apple Juice,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Potassium-40
Apple Juice,2019-10-18,No,British Columbia,2020-03-23,38.77855,Bq/Kg,Potassium-40
Apple Juice,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Potassium-40
Apple Juice,2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Radium-226
Apple Juice,2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Radium-226
Apple Juice,2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Radium-226
"Apple Sauce, canned",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Americium-241
"Apple Sauce, canned",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-134
"Apple Sauce, canned",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-137
"Apple Sauce, canned",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-57
"Apple Sauce, canned",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cobalt-60
"Apple Sauce, canned",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Iodine-131
"Apple Sauce, canned",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Lead-210
"Apple Sauce, canned",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2019-10-18,No,British Columbia,2020-03-23,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Potassium-40
"Apple Sauce, canned",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Radium-226
"Apple Sauce, canned",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Radium-226
"Apple Sauce, canned",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Radium-226
Asparagus,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Americium-241
Asparagus,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Americium-241
Asparagus,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Americium-241
Asparagus,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Americium-241
Asparagus,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Americium-241
Asparagus,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Americium-241
Asparagus,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Americium-241
Asparagus,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Americium-241
Asparagus,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Americium-241
Asparagus,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Americium-241
Asparagus,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Americium-241
Asparagus,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Americium-241
Asparagus,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Americium-241
Asparagus,2019-10-22,No,British Columbia,2020-03-23,0.0,Bq/Kg,Americium-241
Asparagus,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Americium-241
Asparagus,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-134
Asparagus,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-134
Asparagus,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-134
Asparagus,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-134
Asparagus,2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-134
Asparagus,2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-134
Asparagus,2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-134
Asparagus,2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-134
Asparagus,2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-134
Asparagus,2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-134
Asparagus,2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-134
Asparagus,2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-134
Asparagus,2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-134
Asparagus,2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-134
Asparagus,2019-10-22,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-134
Asparagus,2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-134
Asparagus,2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-137
Asparagus,2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-137
Asparagus,2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-137
Asparagus,2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-137
