food_name,sample_date,illness,province,analysis_date,reading,units,analyte
"Fruit, Citrus",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2019-10-08,No,British Columbia,2020-03-23,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Iodine-131
"Fruit, Citrus",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2019-10-08,No,British Columbia,2020-03-23,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Lead-210
"Fruit, Citrus",2013-09-15,No,Quebec,2014-05-15,52.7115,Bq/Kg,Potassium-40
"Fruit, Citrus",2015-01-15,No,Manitoba,2015-06-15,70.49144,Bq/Kg,Potassium-40
"Fruit, Citrus",2015-01-01,No,Nova Scotia,2015-12-31,51.169,Bq/Kg,Potassium-40
"Fruit, Citrus",2016-09-01,No,Quebec,2016-12-20,48.02911,Bq/Kg,Potassium-40
"Fruit, Citrus",2017-09-30,No,Ontario,2018-02-27,53.83219,Bq/Kg,Potassium-40
"Fruit, Citrus",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Potassium-40
"Fruit, Citrus",2019-10-08,No,British Columbia,2020-03-23,68.6288,Bq/Kg,Potassium-40
"Fruit, Citrus",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Potassium-40
"Fruit, Citrus",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Radium-226
"Fruit, Citrus",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Radium-226
"Fruit, Citrus",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Radium-226
"Fruit, Plums & Prunes",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2019-10-01,No,British Columbia,2020-03-23,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Americium-241
"Fruit, Plums & Prunes",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2019-10-01,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-134
"Fruit, Plums & Prunes",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2019-10-01,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-137
"Fruit, Plums & Prunes",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-57
"Fruit, Plums & Prunes",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cobalt-60
"Fruit, Plums & Prunes",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2019-10-01,No,British Columbia,2020-03-23,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Iodine-131
"Fruit, Plums & Prunes",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2019-10-01,No,British Columbia,2020-03-23,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Lead-210
"Fruit, Plums & Prunes",2013-09-15,No,Quebec,2014-05-15,129.9464,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2015-01-15,No,Manitoba,2015-06-15,116.1984,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2015-01-01,No,Nova Scotia,2015-12-31,170.6222,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2016-09-01,No,Quebec,2016-12-20,103.5174,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2017-09-30,No,Ontario,2018-02-27,125.6085,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2018-10-31,No,Alberta,2019-03-31,137.4179,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2019-10-01,No,British Columbia,2020-03-23,112.9326,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2020-11-01,No,Newfoundland and Labrador,2021-08-23,78.64857,Bq/Kg,Potassium-40
"Fruit, Plums & Prunes",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Radium-226
"Fruit, Plums & Prunes",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Radium-226
"Fruit, Plums & Prunes",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Radium-226
"Fruits, Apples, Raw",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2019-10-16,No,British Columbia,2020-03-23,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Americium-241
"Fruits, Apples, Raw",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2019-10-16,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-134
"Fruits, Apples, Raw",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2019-10-16,No,British Columbia,2020-03-23,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Cesium-137
"Fruits, Apples, Raw",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-57
"Fruits, Apples, Raw",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Cobalt-60
"Fruits, Apples, Raw",2000-09-15,No,Ontario,2001-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2001-09-15,No,Newfoundland and Labrador,2002-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2003-09-15,No,Quebec,2004-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2004-09-15,No,Manitoba,2005-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2005-09-15,No,Ontario,2006-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2006-09-15,No,Nova Scotia,2007-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2008-06-15,No,British Columbia,2008-05-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2008-09-15,No,Quebec,2009-03-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2009-09-15,No,Alberta,2010-01-01,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2010-09-15,No,Newfoundland and Labrador,2011-05-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2012-09-15,No,Ontario,2012-05-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2012-09-15,No,British Columbia,2013-05-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2013-09-15,No,Quebec,2014-05-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2015-01-15,No,Manitoba,2015-06-15,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2015-01-01,No,Nova Scotia,2015-12-31,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2016-09-01,No,Quebec,2016-12-20,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2017-09-30,No,Ontario,2018-02-27,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2018-10-31,No,Alberta,2019-03-31,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2019-10-16,No,British Columbia,2020-03-23,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2020-11-01,No,Newfoundland and Labrador,2021-08-23,0.0,Bq/Kg,Iodine-131
"Fruits, Apples, Raw",2002-09-15,No,British Columbia,2003-06-15,0.0,Bq/Kg,Lead-210
